gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
MED7,35.64202557,3.647201576,0.261851455,13.92851367,4.25E-44,1.06E-43
CYFIP2,1.838339165,-1.09154152,0.139704763,-7.813201895,5.58E-15,8.47E-15
ADAM19,28.57394591,3.331243675,0.256404989,12.99211724,1.36E-38,3.05E-38
THG1L,32.66197832,3.527776325,0.216450476,16.29830705,1.01E-59,3.27E-59
LSM11,8.973110586,1.673474311,0.244536416,6.843456447,7.73E-12,1.11E-11
CLINT1,54.60729531,4.140397174,0.233086789,17.76332836,1.36E-70,5.23E-70
EBF1,139.57463,5.503039064,0.188266863,29.22999282,8.07E-188,1.20E-186
RNF145,38.06970414,3.585305774,0.246736943,14.53088351,7.72E-48,2.05E-47
UBLCP1,30.21399539,3.406042826,0.243325743,13.99787291,1.61E-44,4.03E-44
TTC1,14.27995293,2.119528021,0.248544251,8.527769256,1.49E-17,2.36E-17
PWWP2A,21.26005511,2.865773026,0.214068626,13.38716974,7.19E-41,1.68E-40
CCNJL,35.56875459,3.728571793,0.237713141,15.68517325,1.91E-55,5.75E-55
SLU7,23.36610092,2.98571281,0.219074174,13.62877587,2.70E-42,6.49E-42
PTTG1,15.26329474,2.068834625,0.232280787,8.906611042,5.26E-19,8.56E-19
ATP10B,4.370569877,0.565824401,0.212189619,2.666597947,0.007662328,0.008717071
CCNG1,69.58353063,4.562567207,0.249676581,18.27390935,1.34E-74,5.44E-74
NUDCD2,131.9168809,5.47963392,0.21745889,25.19848199,4.16E-140,3.93E-139
HMMR,13.65406111,2.178898892,0.225411006,9.666337634,4.19E-22,7.24E-22
MAT2B,5.576739807,0.860229499,0.224400229,3.833460882,0.000126353,0.000152646
TENM2,35.24163228,3.713149513,0.249617408,14.87536286,4.76E-50,1.31E-49
WWC1,74.62748814,4.764837405,0.220172049,21.64142735,7.32E-104,4.52E-103
RARS,36.00596577,3.497863633,0.255340387,13.69882639,1.03E-42,2.50E-42
PANK3,17.39783635,2.564389768,0.205836477,12.4583835,1.26E-35,2.71E-35
SPDL1,77.23954096,4.740675383,0.185305162,25.58307246,2.35E-144,2.32E-143
KCNMB1,73.38429787,4.783322583,0.228380526,20.94452914,2.10E-97,1.20E-96
RANBP17,11.00837674,1.975403469,0.257820698,7.661927404,1.83E-14,2.76E-14
NPM1,39.87129574,1.494430419,0.234630377,6.369296407,1.90E-10,2.64E-10
STK10,121.597495,5.471893221,0.184904139,29.59313547,1.83E-192,2.79E-191
UBTD2,89.92801088,4.913947642,0.239293561,20.53522719,1.04E-93,5.59E-93
SH3PXD2B,84.98363979,4.890727183,0.271659819,18.00313051,1.84E-72,7.30E-72
DUSP1,85.85976209,4.477946587,0.218736949,20.47183435,3.84E-93,2.04E-92
ERGIC1,10.29416009,1.658345834,0.236842828,7.001883273,2.53E-12,3.66E-12
RPL26L1,100.0276933,4.725834395,0.265979381,17.76767201,1.26E-70,4.84E-70
ATP6V0E1,49.21364175,3.024983879,0.197194908,15.34007098,4.13E-53,1.20E-52
CREBRF,30.78367447,3.462683514,0.229319034,15.09985218,1.62E-51,4.58E-51
BNIP1,448.1504245,7.338055986,0.196537622,37.33664789,4.18E-305,1.52E-303
STC2,71.33568668,4.154002577,0.229191722,18.12457509,2.04E-73,8.20E-73
BOD1,10.8029075,1.789123043,0.249129336,7.181502883,6.89E-13,1.01E-12
CPEB4,46.32003688,3.998077429,0.226450349,17.65542622,9.24E-70,3.52E-69
NSG2,11.64154845,2.066248809,0.238370404,8.668227157,4.39E-18,7.02E-18
MSX2,12.57482063,2.171958729,0.250208445,8.680597194,3.94E-18,6.30E-18
SFXN1,35.12593491,3.583106785,0.235219459,15.23303727,2.13E-52,6.12E-52
HRH2,78.71890086,4.884682904,0.26315486,18.56200909,6.52E-77,2.76E-76
CPLX2,3.990436203,0.407581839,0.196411104,2.07514662,0.037972948,0.041842239
THOC3,1.74169587,-1.222141134,0.144316361,-8.468486345,2.49E-17,3.92E-17
ARL10,6.306871359,1.097724807,0.221097281,4.964895097,6.87E-07,8.80E-07
NOP16,44.11162757,3.840534786,0.233872747,16.42147208,1.34E-60,4.39E-60
HIGD2A,14.27905405,2.016229104,0.227430936,8.865236811,7.63E-19,1.24E-18
FAF2,337.147129,6.905071252,0.202411713,34.11399055,4.58E-255,1.17E-253
RNF44,49.37008565,4.194780347,0.212834703,19.70909949,1.80E-86,8.77E-86
GPRIN1,72.83089875,4.740647964,0.203553377,23.28945872,5.67E-120,4.19E-119
TSPAN17,45.89037236,4.026207531,0.232550018,17.31329702,3.73E-67,1.36E-66
UIMC1,74.01037571,4.680663916,0.210134909,22.27456613,6.52E-110,4.32E-109
ZNF346,32.39473954,3.548571158,0.266043209,13.33832642,1.39E-40,3.22E-40
NSD1,16.73842715,2.458366823,0.238493499,10.30789868,6.49E-25,1.17E-24
RAB24,31.3993603,3.524477355,0.223627061,15.76051371,5.82E-56,1.76E-55
MXD3,4.144921816,0.436669279,0.212656707,2.053399981,0.040033801,0.044059479
PRELID1,13.16694139,1.150799631,0.222114379,5.18111271,2.21E-07,2.86E-07
LMAN2,58.48207094,4.025793281,0.208324341,19.32464182,3.33E-83,1.56E-82
RGS14,43.05624303,3.997223823,0.230084082,17.37288297,1.32E-67,4.86E-67
GRK6,6.945239198,1.263034337,0.225972817,5.589319777,2.28E-08,3.03E-08
DBN1,26.25166541,3.088477678,0.224489677,13.75777149,4.57E-43,1.11E-42
PDLIM7,11.69239326,1.61729499,0.196161693,8.244703444,1.66E-16,2.58E-16
DDX41,6.483224701,1.152592288,0.233866113,4.928427949,8.29E-07,1.06E-06
FAM193B,20.54981417,2.857508361,0.22526793,12.68493194,7.17E-37,1.57E-36
TMED9,17.2729612,1.91092751,0.245610134,7.780328443,7.23E-15,1.10E-14
HNRNPAB,2.278604881,-1.482642308,0.13799441,-10.74422007,6.31E-27,1.18E-26
PHYKPL,13.77171872,2.228171929,0.210383468,10.59100293,3.28E-26,6.08E-26
CLK4,20.77824943,2.886483439,0.255665064,11.29009728,1.47E-29,2.87E-29
ZNF354A,14.62815867,2.394385324,0.230123186,10.40479827,2.36E-25,4.30E-25
ZNF354B,94.14757318,5.14403351,0.292353241,17.59526761,2.68E-69,1.01E-68
ZNF454,11.84810835,2.105019197,0.260658457,8.075775546,6.70E-16,1.03E-15
ZNF879,49.07993003,4.19816891,0.221289693,18.97137123,2.94E-80,1.31E-79
ZNF354C,12.96520638,2.240073263,0.242655016,9.231514361,2.67E-20,4.46E-20
RUFY1,32.75137838,3.501040205,0.244503348,14.31898676,1.67E-46,4.33E-46
HNRNPH1,61.41848973,4.183551814,0.243991388,17.14630931,6.70E-66,2.39E-65
CANX,18.35563449,2.273204407,0.252418681,9.005690049,2.14E-19,3.52E-19
MAML1,107.2620391,5.312681393,0.232427647,22.85735567,1.23E-115,8.66E-115
SQSTM1,61.53365102,3.348785441,0.234096271,14.30516352,2.03E-46,5.28E-46
TBC1D9B,50.39586066,4.173893366,0.266734623,15.64811244,3.42E-55,1.03E-54
MAPK9,7.774605277,1.313503503,0.237073118,5.540499547,3.02E-08,4.00E-08
CNOT6,140.0078771,5.63323656,0.212947365,26.45365706,3.31E-154,3.60E-153
MGAT1,42.37627149,3.846285461,0.175918791,21.86398302,5.72E-106,3.63E-105
ZFP62,66.99181238,4.628607602,0.22610304,20.47123114,3.89E-93,2.06E-92
TRIM41,148.649607,5.785348479,0.176832676,32.71651265,9.10E-235,1.97E-233
TRIM52,7.757197313,1.446647933,0.22181242,6.521942876,6.94E-11,9.76E-11
TRIM52-AS1,26.08401603,3.241201739,0.23942534,13.53742146,9.40E-42,2.23E-41
AC138035.2,19.77663488,2.865981783,0.24964433,11.48025988,1.66E-30,3.30E-30
DUSP22,17.63332085,2.676571409,0.255574704,10.4727556,1.15E-25,2.12E-25
EXOC2,25.2080439,3.157347158,0.248578539,12.70160797,5.79E-37,1.27E-36
FOXC1,157.0631105,5.821360322,0.213759868,27.23317702,2.63E-163,3.16E-162
WRNIP1,9.195304863,1.656011504,0.220921835,7.495915925,6.58E-14,9.84E-14
SERPINB1,7.141302614,1.180623004,0.241204453,4.894698216,9.85E-07,1.25E-06
SERPINB6,34.93130388,3.347256193,0.235823705,14.19389194,1.00E-45,2.56E-45
LINC01011,10.54949689,1.927156834,0.223074871,8.639058379,5.67E-18,9.05E-18
NQO2,19.29851755,2.734342698,0.241569725,11.319062,1.06E-29,2.07E-29
RIPK1,22.92444409,3.039419982,0.213749862,14.21951786,6.93E-46,1.78E-45
BPHL,44.45681953,4.001582742,0.261987386,15.27395196,1.14E-52,3.28E-52
TUBB2A,22.5722348,2.706951065,0.235042656,11.51685024,1.09E-30,2.16E-30
TUBB2B,228.7322025,6.418284313,0.215888268,29.72965777,3.18E-194,4.95E-193
PSMG4,36.32390324,3.614723282,0.237457784,15.22259335,2.50E-52,7.18E-52
SLC22A23,114.016513,5.388479459,0.155756443,34.59554765,2.95E-262,8.11E-261
PRPF4B,36.25076015,3.477367684,0.19786832,17.57415079,3.89E-69,1.47E-68
C6orf201,9.714804306,1.803135194,0.218791745,8.241331014,1.70E-16,2.65E-16
ECI2,36.05902442,3.409487931,0.250050302,13.63520821,2.47E-42,5.95E-42
CDYL,124.6317705,5.416172045,0.235613393,22.98753892,6.21E-117,4.43E-116
RPP40,5.305540839,0.841345644,0.225103649,3.73759221,0.000185791,0.000223311
LYRM4,14.80636655,2.182935058,0.237801085,9.179668192,4.32E-20,7.19E-20
FARS2,116.950387,5.265180838,0.231822672,22.71210485,3.40E-114,2.36E-113
RREB1,91.51600982,5.081198686,0.210081765,24.18676696,3.07E-129,2.55E-128
SSR1,251.1341546,6.326735241,0.201487106,31.40019916,2.01E-216,3.82E-215
RIOK1,67.73989791,4.581494316,0.23288087,19.67312434,3.66E-86,1.78E-85
DSP,18.78196887,2.662890197,0.247560876,10.75650659,5.52E-27,1.04E-26
BLOC1S5,7.932458037,1.479444656,0.242862418,6.091698623,1.12E-09,1.53E-09
SLC35B3,930.8016845,8.403804301,0.147970405,56.79381834,0,0
TFAP2A,46.89171122,4.130834278,0.199802397,20.67459824,5.87E-95,3.21E-94
GCNT2,27.08700077,3.328019659,0.239916776,13.87155879,9.42E-44,2.33E-43
C6orf52,7.76191153,1.450400188,0.222374961,6.522317908,6.92E-11,9.73E-11
PAK1IP1,233.2318093,6.257546289,0.204026785,30.67021953,1.42E-206,2.46E-205
TMEM14C,33.95282358,3.13195691,0.215412169,14.53936851,6.82E-48,1.81E-47
TMEM14B,157.6190856,5.419305295,0.179411686,30.20597724,1.98E-200,3.26E-199
MAK,48.81030206,4.189230312,0.178089266,23.52320501,2.36E-122,1.79E-121
SYCP2L,16.10315375,2.562081335,0.254629521,10.06199642,8.13E-24,1.45E-23
ELOVL2,11.44091091,2.049969115,0.226182901,9.063324885,1.27E-19,2.09E-19
SMIM13,4.694465128,0.551374003,0.207732505,2.654250003,0.007948491,0.009036005
NEDD9,38.8076317,3.844908428,0.244704228,15.71247239,1.24E-55,3.75E-55
TMEM170B,24.36853,3.172541253,0.240975233,13.16542458,1.39E-39,3.16E-39
HIVEP1,242.6201534,6.49340876,0.184169436,35.25779798,2.61E-272,7.59E-271
PHACTR1,1507.550126,9.131012822,0.167022243,54.66944194,0,0
TBC1D7,22.68859178,2.954243331,0.264755542,11.15838146,6.52E-29,1.26E-28
GFOD1,57.77839964,4.425087787,0.244278642,18.11491892,2.43E-73,9.76E-73
NOL7,80.34430435,4.175742605,0.206268603,20.24419878,4.00E-91,2.07E-90
RANBP9,22.72673867,2.944584737,0.211233733,13.93993609,3.62E-44,9.02E-44
MCUR1,307.7616535,6.667777675,0.205950729,32.37559633,6.05E-230,1.27E-228
RNF182,19.3575271,2.82077527,0.229320578,12.30057629,8.99E-35,1.91E-34
CD83,4.446377652,0.57286306,0.216244139,2.649149535,0.008069462,0.009172567
JARID2,242.3857697,6.191060473,0.184938414,33.47633584,1.07E-245,2.53E-244
DTNBP1,15.44810427,2.387170582,0.231242243,10.32324611,5.53E-25,1.00E-24
MYLIP,10.26810114,1.854119839,0.229807483,8.068143895,7.14E-16,1.10E-15
ATXN1,21.10534394,2.693519577,0.222027557,12.13146516,7.20E-34,1.50E-33
RBM24,7.412906673,1.397807633,0.230817745,6.055893299,1.40E-09,1.90E-09
CAP2,19.36263662,2.769428057,0.249410313,11.10390354,1.20E-28,2.31E-28
FAM8A1,67.47935848,4.638615117,0.252809296,18.34827751,3.41E-75,1.40E-74
KIF13A,46.77820896,3.800695372,0.238671791,15.92435937,4.29E-57,1.33E-56
TPMT,104.6837818,5.184872957,0.214714857,24.14771405,7.89E-129,6.54E-128
KDM1B,84.34798549,4.974094777,0.223305659,22.27482638,6.48E-110,4.30E-109
DEK,31.03988514,2.890293982,0.243873174,11.85162737,2.11E-32,4.32E-32
ID4,19.24718386,2.71881505,0.259445194,10.47934252,1.07E-25,1.98E-25
MBOAT1,122.2654591,5.512067284,0.264380701,20.84897748,1.56E-96,8.76E-96
E2F3,31.53240892,3.432678882,0.205119617,16.73501021,7.28E-63,2.46E-62
CDKAL1,35.13658599,3.419663465,0.227942924,15.00227955,7.09E-51,1.99E-50
SOX4,49.03038533,4.002014059,0.23625163,16.93962518,2.30E-64,7.97E-64
CASC15,7.766101941,1.44614395,0.2316002,6.244139476,4.26E-10,5.88E-10
NRSN1,139.6365609,5.715694823,0.234496807,24.37429699,3.20E-131,2.72E-130
MRS2,164.8310481,5.890740564,0.214894141,27.41229027,1.96E-165,2.40E-164
ALDH5A1,27.06688122,3.329036278,0.247043529,13.47550485,2.18E-41,5.14E-41
TDP2,60.30415459,4.363346373,0.253158489,17.23563127,1.43E-66,5.18E-66
ACOT13,35.59752679,3.563796016,0.204051126,17.46521124,2.64E-68,9.80E-68
C6orf62,1.904964625,-1.135469356,0.149641339,-7.587939009,3.25E-14,4.88E-14
SCGN,78.19613887,4.874832881,0.228827252,21.30355032,1.05E-100,6.27E-100
HIST1H3B,21.20265725,2.967156936,0.250469489,11.84638078,2.25E-32,4.59E-32
HIST1H1C,37.59501168,3.596963612,0.262746472,13.68986452,1.17E-42,2.83E-42
HIST1H1E,7.601089627,1.400260424,0.224422712,6.239388207,4.39E-10,6.06E-10
HIST1H2BD,20.273513,2.89174818,0.257964258,11.20987925,3.65E-29,7.08E-29
HIST1H4E,27.69206563,3.339801042,0.235940271,14.15528186,1.73E-45,4.42E-45
HIST1H2BH,26.88949047,3.318261784,0.229704749,14.44576921,2.67E-47,7.02E-47
BTN3A2,31.08418803,3.509267413,0.188725577,18.59455123,3.56E-77,1.51E-76
BTN2A2,52.17365937,4.287839092,0.234010142,18.3233045,5.39E-75,2.21E-74
BTN2A1,7.839331122,1.404061333,0.224762606,6.246863555,4.19E-10,5.78E-10
HCG11,12.95603911,2.199183498,0.199070645,11.0472516,2.26E-28,4.33E-28
HMGN4,183.4510761,5.988006814,0.190095644,31.49996856,8.70E-218,1.68E-216
ABT1,41.2722822,3.882151224,0.250230979,15.51427099,2.78E-54,8.21E-54
ZNF322,30.55252484,3.451799171,0.204670403,16.86516037,8.12E-64,2.79E-63
HIST1H2AG,8.309722826,1.55993639,0.236606047,6.592969231,4.31E-11,6.08E-11
HIST1H4I,1.862502661,-1.025305274,0.15779047,-6.497891002,8.15E-11,1.14E-10
HIST1H2BK,8.333131903,1.549120682,0.226414241,6.841975479,7.81E-12,1.12E-11
ZNF391,18.54293886,2.772183712,0.223344326,12.41215197,2.25E-35,4.82E-35
ZNF184,47.3617721,4.13511234,0.301239703,13.72698319,7.00E-43,1.70E-42
HIST1H2BL,219.1420542,6.367436608,0.161966064,39.31339958,0,0
HIST1H4J,42.36279023,3.972600034,0.228808999,17.36207954,1.60E-67,5.86E-67
HIST1H4K,8.908163493,1.673266356,0.21270329,7.866668889,3.64E-15,5.55E-15
HIST1H2BN,28.11425533,3.372455624,0.244150284,13.81303177,2.13E-43,5.22E-43
HIST1H1B,4.918739321,0.680889582,0.202587868,3.360959315,0.000776723,0.000915854
HIST1H2AM,42.47683912,3.988259005,0.245512,16.24466017,2.44E-59,7.81E-59
ZSCAN16-AS1,13.93185287,2.221868733,0.245040854,9.067339994,1.22E-19,2.01E-19
ZSCAN16,1029.871073,8.592292605,0.158581945,54.18203559,0,0
ZKSCAN8,16.35755114,2.565065925,0.247147384,10.37868936,3.10E-25,5.65E-25
ZSCAN9,54.67064282,4.355257678,0.259078264,16.81058694,2.04E-63,6.97E-63
ZKSCAN4,47.88315125,4.140452009,0.257439457,16.08320673,3.35E-58,1.05E-57
PGBD1,68.68468646,4.664610007,0.262084143,17.79813899,7.31E-71,2.82E-70
ZSCAN31,140.6433823,5.72609568,0.22251587,25.73342607,4.94E-146,4.94E-145
ZKSCAN3,32.78557345,3.60852186,0.227363056,15.87118824,1.00E-56,3.08E-56
ZSCAN12,15.28513688,2.470330203,0.232582028,10.62132885,2.37E-26,4.40E-26
ZSCAN23,372.2319803,7.132973938,0.266845059,26.73077017,2.07E-157,2.34E-156
TRIM27,1203.038302,8.723138949,0.15725362,55.47178473,0,0
HCG15,26.78375543,3.311770548,0.272614571,12.14817877,5.87E-34,1.23E-33
ZNF311,17.89777654,2.71934579,0.255517716,10.64249413,1.89E-26,3.52E-26
GABBR1,13.11736447,2.244063399,0.233717508,9.601605867,7.87E-22,1.35E-21
HLA-A,33.87155055,2.645339184,0.229164369,11.54341401,7.97E-31,1.59E-30
ZNRD1,33.29646209,3.45693325,0.23453357,14.73960958,3.59E-49,9.76E-49
PPP1R11,242.8525451,6.41247139,0.192659258,33.28400337,6.58E-243,1.52E-241
TRIM26,8.801658101,1.561409652,0.242858118,6.429308047,1.28E-10,1.79E-10
HCG18,51.60567816,4.239206395,0.256709273,16.51364728,2.93E-61,9.68E-61
TRIM39,7.96252891,1.472565171,0.242392636,6.075123396,1.24E-09,1.69E-09
RPP21,116.0114836,5.194128171,0.217805311,23.84757352,1.07E-125,8.52E-125
HLA-E,57.55639867,4.257027328,0.20862904,20.40476884,1.52E-92,7.99E-92
GNL1,10.47097971,1.796209012,0.236775248,7.586135072,3.30E-14,4.95E-14
ABCF1,35.84603978,3.519846725,0.272736305,12.90567725,4.18E-38,9.33E-38
PPP1R10,17.97833571,2.607447803,0.260291137,10.01742832,1.28E-23,2.27E-23
MRPS18B,6.722294821,0.992052703,0.241383272,4.109865171,3.96E-05,4.84E-05
ATAT1,13.67564463,2.307693989,0.249830094,9.237053674,2.53E-20,4.24E-20
C6orf136,4.508074916,0.573026472,0.209906537,2.729912462,0.006335114,0.007228349
DHX16,118.3132099,5.433193285,0.197470959,27.51388508,1.20E-166,1.49E-165
PPP1R18,64.56245396,4.46258651,0.217670689,20.50154996,2.09E-93,1.11E-92
NRM,9.756637804,1.741270354,0.23211131,7.501876381,6.29E-14,9.40E-14
MDC1,11.36225107,1.973840849,0.233870932,8.439872503,3.18E-17,4.99E-17
TUBB,3.676941862,-1.693856762,0.158347946,-10.69705546,1.05E-26,1.96E-26
FLOT1,22.5902708,2.783541342,0.244398759,11.38934318,4.73E-30,9.29E-30
DDR1,42.10100222,3.974358127,0.265738318,14.95590908,1.43E-50,3.97E-50
VARS2,8.384295835,1.581940409,0.228691175,6.917365354,4.60E-12,6.63E-12
CCHCR1,6.06626551,1.025233396,0.219492214,4.670932867,3.00E-06,3.77E-06
TCF19,91.90959389,4.993634086,0.22872421,21.83255585,1.14E-105,7.19E-105
POU5F1,51.28155285,4.251125514,0.242434031,17.53518472,7.72E-69,2.90E-68
HLA-C,32.77414914,3.035017243,0.240311175,12.62953019,1.45E-36,3.17E-36
HLA-B,37.93475256,3.140661631,0.244076888,12.86750931,6.86E-38,1.52E-37
MICA,139.4356236,5.631083779,0.211614617,26.61008889,5.19E-156,5.78E-155
DDX39B,54.51477506,4.082412104,0.216442463,18.86141953,2.37E-79,1.04E-78
ATP6V1G2,19.38164975,2.822655201,0.210847447,13.38719173,7.18E-41,1.68E-40
PRRC2A,3102.275238,10.04852703,0.157960496,63.61417758,0,0
BAG6,6.878840127,1.173678208,0.232667637,5.04444117,4.55E-07,5.86E-07
APOM,27.21394669,3.336741143,0.255992868,13.03450822,7.79E-39,1.76E-38
GPANK1,19.05274903,2.685907119,0.244563115,10.98247018,4.64E-28,8.85E-28
CSNK2B,195.1683208,5.69630687,0.181332975,31.41351912,1.32E-216,2.52E-215
ABHD16A,175.7983776,6.007283843,0.242780076,24.74372663,3.62E-135,3.22E-134
LY6G6D,53.87211444,4.332891492,0.268944784,16.11071029,2.15E-58,6.78E-58
DDAH2,88.84159271,4.937992507,0.21184777,23.30915499,3.58E-120,2.65E-119
MSH5,49.96285923,4.168373707,0.247485397,16.84290773,1.18E-63,4.06E-63
VARS,7.616969936,1.31117367,0.237670391,5.516773319,3.45E-08,4.56E-08
LSM2,29.43581483,3.186145402,0.236212678,13.48846063,1.83E-41,4.32E-41
HSPA1A,16.44529754,1.221717317,0.182821472,6.682570177,2.35E-11,3.34E-11
HSPA1B,3.193723373,-0.389402153,0.178563591,-2.180747768,0.029202078,0.032384508
NEU1,32.79243084,3.544569252,0.244800778,14.47940353,1.64E-47,4.32E-47
EHMT2,55.12936168,4.33456017,0.262308443,16.52466889,2.44E-61,8.08E-61
NELFE,6.299218683,0.931179633,0.208682472,4.462184214,8.11E-06,1.01E-05
SKIV2L,19.56637272,2.805859171,0.255331327,10.98909095,4.31E-28,8.23E-28
DXO,55.70764498,4.371781714,0.238716529,18.31369506,6.44E-75,2.64E-74
STK19,11.33026733,1.880263565,0.225649892,8.332658818,7.90E-17,1.24E-16
ATF6B,8.974234478,1.602574393,0.225927747,7.093304877,1.31E-12,1.91E-12
FKBPL,95.68882744,5.146729537,0.268537147,19.16580103,7.14E-82,3.26E-81
PPT2,25.30542569,3.227791771,0.204404057,15.79123142,3.58E-56,1.09E-55
EGFL8,53.93756728,4.302647434,0.20565726,20.92144685,3.42E-97,1.95E-96
AGPAT1,20.64864309,2.833983679,0.257864552,10.99020263,4.26E-28,8.13E-28
RNF5,378.6245752,7.022165421,0.183056362,38.36067392,0,0
PBX2,25.12584167,3.174676343,0.257018,12.35196114,4.75E-35,1.02E-34
HLA-DRB1,11.45366614,2.056211393,0.237752931,8.648521727,5.22E-18,8.33E-18
BRD2,23.55361062,2.949495868,0.262012935,11.25706207,2.14E-29,4.16E-29
HLA-DPB1,1.786578686,-1.271898398,0.135743938,-9.369835686,7.26E-21,1.23E-20
RXRB,140.1294402,5.656120527,0.216683737,26.10311504,3.36E-150,3.53E-149
SLC39A7,11.92285022,1.947527835,0.24189448,8.051146252,8.20E-16,1.26E-15
RING1,14.77248414,2.305741303,0.248234109,9.288575657,1.56E-20,2.62E-20
HCG25,9.847788116,1.833112359,0.244945494,7.483756201,7.22E-14,1.08E-13
VPS52,29.41089932,3.426820858,0.242213907,14.14791127,1.92E-45,4.90E-45
RPS18,15.10369139,-2.515817085,0.20307891,-12.38837199,3.02E-35,6.47E-35
WDR46,18.16764479,2.486684824,0.244892838,10.15417537,3.17E-24,5.68E-24
RGL2,84.28707977,4.888579732,0.172496466,28.34017324,1.11E-176,1.51E-175
TAPBP,7.878677391,1.397606244,0.232414376,6.01342425,1.82E-09,2.47E-09
DAXX,81.12008213,4.833245034,0.252115023,19.17079347,6.49E-82,2.96E-81
KIFC1,4.243556072,0.433901946,0.188731166,2.299047657,0.021502233,0.024034379
PHF1,4.891898965,0.68228413,0.206739427,3.300212929,0.000966115,0.001134616
CUTA,2.383814367,-1.285302691,0.141517172,-9.08230904,1.06E-19,1.76E-19
ZBTB9,47.37153945,4.14658408,0.221353816,18.73283305,2.67E-78,1.16E-77
UQCC2,6.40410552,0.694409448,0.217722194,3.189428851,0.001425542,0.00166446
RPS10,6.579169003,-1.048328021,0.20628377,-5.08197043,3.74E-07,4.82E-07
SNRPC,48.90743359,3.792897757,0.248744445,15.2481707,1.69E-52,4.86E-52
UHRF1BP1,9.005874365,1.671792287,0.238669279,7.004639622,2.48E-12,3.58E-12
TAF11,60.941137,4.334548883,0.234734687,18.46573651,3.90E-76,1.63E-75
ANKS1A,6.030773575,0.988677226,0.192675396,5.1313102,2.88E-07,3.72E-07
SCUBE3,8.233385085,1.499860473,0.241766056,6.203767806,5.51E-10,7.59E-10
ZNF76,6.499089708,1.136550638,0.210425589,5.401199746,6.62E-08,8.68E-08
FANCE,58.08663094,4.421745769,0.201093312,21.98852725,3.71E-107,2.38E-106
TEAD3,2136.613998,9.624438986,0.180394271,53.35224303,0,0
FKBP5,218.8668532,6.355084554,0.186719085,34.03553826,6.64E-254,1.68E-252
SRPK1,16.39469932,2.355408759,0.215087936,10.95091059,6.58E-28,1.25E-27
MAPK14,341.0787155,6.870501646,0.19698458,34.87837295,1.58E-266,4.48E-265
BRPF3,27.51788489,3.306578155,0.222855235,14.83733671,8.40E-50,2.31E-49
KCTD20,7.755145639,1.381526158,0.222269643,6.215541347,5.11E-10,7.04E-10
STK38,6.066094019,1.013877995,0.205145564,4.942237004,7.72E-07,9.87E-07
SRSF3,8.610119526,0.621149751,0.231964666,2.677777444,0.007411244,0.008436724
CDKN1A,80.90449885,4.470349978,0.231115599,19.34248486,2.36E-83,1.10E-82
PPIL1,221.243767,6.29701428,0.19287951,32.64739881,8.72E-234,1.87E-232
C6orf89,41.9994441,3.864609394,0.201449729,19.18398905,5.04E-82,2.30E-81
PIM1,56.89036522,4.391104761,0.213844476,20.53410428,1.07E-93,5.72E-93
TBC1D22B,7.395464344,1.36148903,0.23448298,5.806344792,6.39E-09,8.60E-09
RNF8,21.61955163,2.943359953,0.215829296,13.63744407,2.40E-42,5.78E-42
